YEAR	TYPE	SOURCE	CONTEXT
1932	NF	EconomicsFoodConsumption	"period 1890-1913. They are derived from wholesale prices. The chart indicates that until 1910 food prices relative to those for the 10-year period 1890? 1899 were, on"
1932	NF	EconomicsFoodConsumption	"were, on the whole, lower than they were for all commodities. After 1910 they rose somewhat above them. Figure 4 shows the situation for the World War"
1932	NF	EconomicsFoodConsumption	included mostly foreigners engaged in textile and stockyard industries. The studies were made before 1910 at a time when labor was notoriously badly paid. The studies of workingmen's
1932	NF	EconomicsFoodConsumption	been a steady decrease in the proportion of the budget going for food. Before 1910 an average of 47 per cent of the income was spent in this way.
1932	NF	EconomicsFoodConsumption	"average of 47 per cent of the income was spent in this way. Between 1910 and 1920 the families spent 43 per cent; and since 1920, only 39"
1932	NF	VanLoonsGeography	well off; yet the prevailing poverty has been so great that between 1896 and 1910 the country lost almost a million inhabitants through emigration. As for the subject races
1932	NF	VanLoonsGeography	"the river that separates Korea from Manchuria, Korea became a Japanese protectorate. In 1910 it became a part of the Japanese Empire quite as much as Formosa, which"
1932	NF	NationalCollective	"of the branches to adopt a limit was the pressers and casters, | in 1910. This limit went the way of all the others; a few years later"
1933	NEWS	NYT-Ed	"the farms are now estimated to have won back all the population they lost since 1910. Most of the gain is actually that same farming population, and not """
1933	NEWS	NYT-Reg	. The garage proposal was vetoed and the other withdrawn after considerable criticism. During 1910 and 1911 several attempts were made to place playgrounds and athletic fields in the park
1933	NEWS	NYT-Reg	", have been far-flung and varied. Ever since her marriage to August Belmont in 1910, when she retired from an active career on the stage, she' has"
1933	NEWS	CSMonitor	"to the rank of deputy superintendent. Starting asst patrolman' in Station 2 in 1910, he advanced to the grade of lieutenant in 1917, serving in Division 1"
1933	NF	CommunicationAgencies	declined in 1931 from the 1930 figure. 137 COMMUNICATION AGENCIES 1900 17.6 1905 48.5 1910 81.9 1915 103.9 1920 124.1 1925 146.3 1930 163.6 the telephone in its daily life
1933	NF	CommunicationAgencies	"2,632 // // // 1909... 2,452 // // 16,200 // 2,694 // // // 1910... 2,467 // // 16,131 // 2,816 // // // 1911... 2,472 // //"
1933	NF	CommunicationAgencies	"number throughout the period 1900-1930. Table 47 shows for the decennial years 1900, 1910, 1920 and 1930, the number of such dailies classified according to whether their"
1933	NF	CommunicationAgencies	"reliably or adequately, during this period. The number of evening papers, from 1910 onward, has decreased; whereas the number of morning papers shows a net gain"
1933	NF	CommunicationAgencies	"the collection of statistical information exceedingly difficult. Jesse L. Lasky has estimated that in 1910 there were approximately 9,000 theatres, auditoriums, halls, etc., in the United"
1934	NEWS	NYT-Reg	"Iowa. The new Governor, a native of Iowa, came to California in 1910 and engaged in newspaper work at Long Beach for eleven years. He is a"
1934	NEWS	NYT-Reg	and played a leading part in solving the problems of the crisis period. In 1910 he entered the race for Mayor. His opponent was P. H. McCarthy. president
1934	NEWS	NYT-Reg	"Mr. Roosevelt in nomination for the Presidency. He sponsored him, too, in 1910, when Mr. Roosevelt first entered politics, received a nomination from his district for"
1934	NF	HistoryUnitedStates	", "" as they named the men of long service and conservative inclinations. In 1910 the insurgents went so far as to join with the Democrats in a movement to"
1934	NF	HistoryUnitedStates	"a fray of this character Roosevelt could not abstain. Soon after his return in 1910 from a hunting trip in Africa and a tour in Europe, he delivered a"
1934	NF	HistoryUnitedStates	"electing "" a Democrat to represent the state in the Senate at Washington. By 1910 three-fourths of the states had applied the direct primary in some form to the choice"
1934	NF	HistoryUnitedStates	for which he was not personally responsible; but the argument was overborne. About 1910 there set in a decided movement in the direction of lifting the burden of accidents
1934	NF	HistoryUnitedStates	"// per cent; and in manufacturing from 13 to 19 per cent. In 1910, there were over 8,000,000 women gainfully employed as compared with 30,000,000 men and What"
1934	NF	HistoryUnitedStates	"Action. The suffrage movement now swung along faster in the states. Washington in 1910, California in 191 I, Oregon, Kansas, and Arizona in 1912,"
1934	NF	HistoryUnitedStates	"most countries to a certain percentage of their citizens already in the United States in 1910. In 1924 it made the rule more drastic, abolished the arrangement with Japan"
1934	NF	PhysicalBasisThings	of the series is as in hydrogen. This fact was discovered by Rydberg (1910). The same Rydberg constants is used and the frequencies of the lines are
1934	NF	AmericanMedicine	"country, visiting the 155 existing schools (including those in Canada). In 1910 he published his report, which exposed withMedical // out hesitation all surviving abuses."
1935	NEWS	NYT-Reg	"follows: "" The number of springs taken over by the State at Saratoga between 1910 and 1912 was 163. The lands surrounding them taken at the same time embraced"
1935	NEWS	NYT-Reg	A royal decree ordered subalterns and technicians of the air force classes of 1909 and 1910 recalled from the military reserves for an indefinite time. The bitter press campaign against
1936	NEWS	WallStJrnl	permit unlisted trading. The New York Stock Exchange abandoned its unlisted department back in 1910. Might Reopen In stock exchange circles it was said that lacking a comprehensive study
1936	NEWS	NYT-Reg	"Beatty died on July 17, 1932. He was promoted to flag rank in 1910, and in 1912 he took command of the First Battle Cruiser Squadron. In"
1936	NF	ProblemsFamily	indecently huddled together. Byington found an appalling situation of this kind in Homestead in 1910. In this steel city a study was made of twenty-one of the wretched courts
1936	NF	ProblemsFamily	"same condition was found to exist in Birmingham, where the infant death rate in 1910, in the case of mothers employed before or after confinement, was found to"
1936	NF	ProblemsFamily	"to its management. But there is some evidence opposed to this view. In 1910, Rose Otto made a thorough inquiry into this question with reference to the factory-working"
1936	NF	FirstAdventures	"it will bring light. When we speak of William James's (1842? 1910) metaphysics, we feel that a sense of injustice is being done him."
1937	MAG	SatEvePost	"would have fared through December 31, 1936. The years selected are 1901, 1910, 1919 and 1926. The reasons for their selection are given mere fully below"
1937	MAG	SatEvePost	"so badly about missing the bloat, investing in /910 Between the years 1901 and 1910 the United States showed a steady growth. There was an actual shortage of long-term"
1937	MAG	SatEvePost	"rapidly. Within ten years the extraordinary war prosperity was to be experienced. In 1910, railway securities were still the leaders in the stock and bond markets. Of"
1937	MAG	SatEvePost	been shunted aside for those whose position was strengthening. The period from 1901 to 1910 saw great developments in the copper industry of the United States. It is not
1937	MAG	SatEvePost	the six industrial companies whose stocks were included in the twenty leading stock issues in 1910 were companies in the copper and nonferrous metal industry. The three utility stocks on
1937	MAG	SatEvePost	"industry. The three utility stocks on the 1901 list did not reappear in the 1910 list of favorites, but were supplanted by two new favorites. The individual who"
1937	MAG	SatEvePost	were supplanted by two new favorites. The individual who invested at the end of 1910 in each of the twenty most popular stocks in that year did much better than
1937	MAG	SatEvePost	"1901. The market value of the twenty most popular stocks from December 31, 1910, to December 31, 1936, went up about 5 per cent. This"
1937	MAG	SatEvePost	"And that is quite a neat trick. The bond list fared worse. In 1910, as in 1901, railroad bonds still constituted practically the entire list; only"
1937	MAG	SatEvePost	"interest-paying corporation bonds on the New York Stock Exchange. Money rates were moderate throughout 1910. However, a business depression was not far ahead. This began in good"
1937	MAG	SatEvePost	"before the start of the World War. Of the sixteen favorite railroad bonds in 1910, three went into default before America entered the World War. Two or three"
1937	MAG	SatEvePost	"default before 1920. In other words, out of twenty bond issues bought in 1910, five were in default within ten years. And by the end of 1936"
1937	MAG	SatEvePost	"per cent on the combined portfolio. The investor purchasing, on December 31, 1910, $10,000 principal amount of each of the twenty most popular corporation bonds in 1910"
1937	MAG	SatEvePost	"1910, $10,000 principal amount of each of the twenty most popular corporation bonds in 1910, who continued to hold them -- or, in place of the original holdings"
1937	MAG	SatEvePost	"issues was the stock of an oil company. Copper stocks, the favorites of 1910, were reduced to two issues. The results of an investment made in 100"
1937	MAG	SatEvePost	of most popular stocks was still a favorite in 1936. Only two of the 1910 and 1919 lists and lour of the 1926 List reappeared on the list for 1936
1937	NEWS	Chicago	". No, sir, not even in twentyseven years. It was back in 1910 that Carter, a trim fellow of 41, Deputy Warden Warlick, stole a"
1937	NF	ColonialPostmaster-	"not stand still in those days. When I reached Northern Nigeria in May, 1910, the railway line from Baro had just arrived at Zungeru. In fact,"
1937	NF	EnglandGoesPress	"can be summarized briefly in terms of growing Anglo-German tension. On November 12, 1910, when the Tsar visited Potsdam and Germany was suspected in England of trying to"
1938	NEWS	WallStJrnl	"deposits sufficiently to make them equal to national income over the 20 year period from 1910 to 1929, or until the depression. Commercial and collateral loans, for a"
1938	NEWS	NYT-Reg	"than the 60 per cent obtained by Charles S. Whitman - in the years from 1910 to 1914. Mr. Whitman, whose record as District Attorney made him Governor,"
1938	NEWS	WallStJrnl	in both world and domestic lance levels of 40 basic commodities that have occurred since 1910. The heavy /Me depicts the monthly variations in the world let el of these
1938	NF	PlaceValueInWorld	"the Physical World, p. io3. | themselves in macroscopic self-distribution. As early as 1910 Planck made a similar remark.4 It seems significant that both he and Eddington were led"
1938	NF	PlaceValueInWorld	"object. Its material is 4 M. Planck, Acht Vorlesungen fiber theoretische Physik (1910), pp. 96 f. 5 The reader will find a more general discussion of"
1939	NEWS	NYT-Reg	"Henry L. Doherty &; Co., bankers and operators of public utilities, and in 1910 the Cities Service Company. In the World War he put his associates in charge"
1939	NF	RiseAmericanNaval	"by Captain (later Admiral) William S. Sims, before a London audience in 1910, to the effect that Englishmen could always count on their "" kindred across the"
1939	NF	RiseAmericanNaval	"do the same in 1911.16 And worse was in store! The congressional elections of 1910 put the Democrats in control of the House, cut down Republican strength in the"
1939	NF	RiseAmericanNaval	was vulnerable to attack by land. And Admiral Robley D. Evans declared bluntly in 1910 that many had opposed Olongapo because of its isolation from the metropolitan delights of Manila.53
1939	NF	AtomsInAction	"each other when held a certain distance apart. To determine this charge, in 1910 Professor R. A. Millikan performed a celebrated experiment in which he trapped individual electrons on"
1939	NF	AtomsInAction	"external wires, and the supply is constantly replenished from the hot filament. In 1910 a tungsten filament heated by a current of two amperes could be made to release"
1939	NF	AtomsInAction	as much more accomplished than those of today as the present automobile excels that of 1910. An entirely new principle of electronic amplification which is now approaching perfection promises much
1930	NF	GovernmentRailroad	"but it was enlarged and completely rewritten in 1906. Sections 9-12 were added in 1910, and certain formal changes were made by the Transportation Act of 1920. | The"
1930	NF	GovernmentRailroad	the proviso by the Transportation Act of 1920. Paragraph 3 was considerably amplified in 1910; to facilitate comparison it is printed below as it appeared before the amendment of
1930	NF	GovernmentRailroad	"; to facilitate comparison it is printed below as it appeared before the amendment of 1910. The words "" or shipper "" in the second paragraph of Section 1 of"
1930	NF	GovernmentRailroad	", E, 3). SECTION 10. (3) Before the amendment of 1910. Any person, and any officer or agent of any corporation or company who"
1930	NF	GovernmentRailroad	"Hepburn Act of 1906, and the power to prescribe reasonable classifications was given in 1910. The present control of the Commission over rates and classifications as defined by the"
1930	NF	GovernmentRailroad	"words in parentheses were deleted and those underlined were added by the amending act of 1910. SECTION 15. (1) That whenever, after full hearing upon a complaint"
1930	NF	GovernmentRailroad	"in I. C. Act, pp. 40-42, is in large part as enacted in 1910, but the following changes were made by the Transportation Act of 1920: ("
1930	NF	GovernmentRailroad	supra. The substance of paragraph 4 was enacted in the Commerce Court Act of 1910; but the Transportation Act introduced the parenthetic exception in the first clause and added
1930	NF	GovernmentRailroad	""" It is true that Section 12 of the act of June' 18, 1910, chap. 309, 36 Stat. at L. 539, 551, 552,"
1930	NF	GovernmentRailroad	"of any rate was reasonable had been declared, by act of June 18, 1910, chap. 309, Section 12, 36 Stat. at L. 539, 551"
1940	MAG	Time	"reported still at Le Touquet. In this collection of reprints, some dating from 1910, Wodehouse's bland, bumbling golfers hook, slice and burble their way through"
1940	MAG	Time	"Professor William Graham Sumner of Yale, who was born in 1840 and died in 1910. He it was who coined the forgotten term "" Forgotten Man "" - though"
1940	MAG	Atlantic	"War, the general tendency toward expansion of educational endowment has been phenomenal. Before 1910, money poured out in floods, and only recently has there been a really"
1940	MAG	Atlantic	to cause the Republicans to read some of the speeches made by Woodrow Wilson in 1910 and to substitute thinking for the jeering of twenty years.
1940	MAG	Atlantic	"could be used over and over again, provided the' set.' By 1910, the patronage of the movies had grown to an estimated twenty million per annum"
1940	MAG	Harpers	"three chapters from Mr. Bacon's autobiography, Semi-Centennial. For thirteen years? from 1910 to 1923? Mr. Bacon taught English at the University of California. Since then"
1940	MAG	Harpers	"that trade has grown steadily and at an impressive rate, having increased sixfold between 1910 and 1930; that in the years preceding the ChinaJapan war the United States had"
1940	MAG	Harpers	"employment. By 1890 that class formed 29.7 per cent of our workers. By 1910, 38.5 per cent. By 1930, 47.1 per cent. And while it"
1940	MAG	Harpers	1890. Manufacturing and mechanical industries in 1930 were back to the proportion shown in 1910. They are probably providing to-day the share of national employment they gave us in
1940	NEWS	WallStJrnl	"School in 1903, from Yale College in 1907 and from Harvard Law School in 1910:? ELS admitted to the Bar in Pennsylvania in the same year. and"
1940	NEWS	WallStJrnl	in the same year. and to the bar in New York in 1912 In 1910 and 1911 Mr Olds was secretary to Mr. Justice Holmes of the Supreme Conrt of
1940	NEWS	NYT-Let	"American, Irish or Scotch players. Louis Pois.AcK-. Chicago, July 2, 1910. A. A. U. Official Seeks Help To Sports Editor of The New York Times"
1941	FIC	MildredPierce	); Job's Comforters (19o9); Who Follows in His Train (1910); For They Shall See God (1912); Jordan and the Marne
1941	MAG	Time	". Argentine-born Frenchman Fernand Leger started out as a Cubist with Braque and Picasso in 1910. Russian-born Wassily Kandinsky and U. S.-born, German-bred Lyonel Feininger were long masterminds of"
1941	MAG	Time	"with his brother, James B., for blasting the Los Angeles Times building in 1910; in Butte, Mont. Brother James, who confessed, got life in"
1941	MAG	Time	"of the Inspector General. # At the coronation of his father and mother in 1910, seven-year-old Prince George was bored. Reaching over to tickle his solemn-faced sister Princess"
1941	MAG	Time	"rouse. His lack of success at rabble-rousing was demonstrated 31 years ago, in 1910, when Theodore Roosevelt, just returned from Africa, picked Henry Stimson, the"
1941	MAG	Time	"At 43 he became vice president of James J. Hill's Burlington. When in 1910 he got his call to put B. &; O. in order, Hill fought to"
1941	MAG	Atlantic	"those who for twenty years have helped to keep Harvard in the black. In 1910 the corporation had voted to have the Harvard Co-operative Society do Harvard's purchasing,"
1941	MAG	SatEvePost	"not so much the current rate as the birth rates of 1890, 1900, 1910 and 1920, which are beyond their rectifying. Grade-school enrollments have begun to fall"
1941	NEWS	NYT-Reg	"a report on the naval bill that came before the committee on May 15, 1910. The report allegedly says the interests of the United States are at peace and"
1941	NEWS	NYT-Reg	"He read what he said were excerpts from writings of Mr. White between 1899 and 1910 which he asserted sounded like those in Hitler's "" Mein Kampf. "" These"
1941	NEWS	NYT-Reg	professional politicians as tyros in an intensely practical business. Yet Mr. Wilson back in 1910 quickly proved that he knew his way around and Mr. Edison is demonstrating the same
1942	FIC	AlongStreet	1900 block were neither really new nor really old. Jeff's comment was that 1910 was getting old very quickly. This was particularlytrue on rainy afternoons when Jeff and
1942	FIC	AlongStreet	"on the cobbles and Carroll Street gave an illusion of quiet. Then at number 1910 Uncle Dan saw the sign FOR RENT, and even one of those telltale mirrors"
1942	FIC	AlongStreet	"'s Time-Machine collapsing the momentum of the years, at any rate as far as 1910. How far away that looked. And by 1910 perhaps the Professorship at Chesapeake"
1942	FIC	AlongStreet	any rate as far as 1910. How far away that looked. And by 1910 perhaps the Professorship at Chesapeake would have been achieved and perhaps even a house in
1942	FIC	AlongStreet	tip of her nose. It was her own fault. Their first night at 1910 she found all the windowscarefully screened. To a Wilford eye this was merely a
1942	FIC	AlongStreet	"I think Americanshave some very good ideas. "" It was a long walk from 1910 down to Mr. Bolton's school. "" In Jeffland, "" Jeff said one"
1942	MAG	Time	". Her 200,000-h.p. engines are ten times as powerful as those of the old (1910) Wyoming. Her auxiliary power plant, the one that lights the lights and"
1942	MAG	Time	"the Army as a private, saw front-line service during the war with Ecuador in 1910. He had struggled along on the salary of an assistant professor in infinitesimal analysis"
1942	MAG	Time	"as a pancake "" -a belief he still held after a round-the-world cruise. In 1910 he got control of all Zion's real estate and industries. His financial affairs"
1942	MAG	Time	"statute giving it a five-year maximum life, had voted itself in continuous office from 1910 to 1918. An Act of Commons extending its own duration is the only one"
1942	MAG	Time	"304574 Compared with the good old "" parity "" years from 1910 to 1914, farmers had a 28% greater increase in their earnings last year than"
1942	MAG	Atlantic	"denied by both the Army and Navy. Under the law of June 25, 1910, as amended July 1, 1918, our government, which includes the Army"
1942	MAG	SatEvePost	"automobiles had reached 33,000,000, the man who broadcast Caruso's voice as early as 1910 was filing a petition in bankruptcy. He listed nearly $104,000 in debts, less"
1942	MAG	SatEvePost	"sent out. "" He broadcast a speech on woman's suffrage and, in 1910, the singing of Caruso and Mme. Mazarin, the first such broadcasts in history"
1942	MAG	SatEvePost	"accompanied by ex-Prime Minister Kong Yu Wei, sailed for Europe in the spring of 1910. The German Character In a full-dress uniform -- probably of his own imaginative designing"
1942	MAG	SatEvePost	"education and bring disgrace upon the whole Nation. "" In the ten years from 1910 to 1926 that the citizen of Merion was becoming recognized as a world force in"
1942	NEWS	WallStJrnl	"petroleum through the barge canal. The first oil tanker appeared on the lakes in 1910 -- the "" Imperial, "" a boat brought from England by the Imperial Oil"
1943	FIC	MrsParkinton	that she could out of the past recall signs of it as far back as 1910 or 1911 or even before that in the days of their friendship with the Prince
1943	FIC	WalshGirls	"year then, that revolt, from the autumn of 1909 to the autumn of 1910. Then he went away to college, his mother still refusing to kiss him"
1943	MAG	Time	"he became Secretary, Leger had written two thin books of verse, Eloges (1910) and Anabase (his most talked-about poem, 1924). Most Frenchmen never"
1943	MAG	ReadersDigest	"falls like an acrobat. | His first advertised exhibition flight Was on November 21, 1910. The Los Angeles Times was enthusiastic about the way he "" went over fences"
1943	MAG	Harpers	"headed by Rembrandt Peale of Philadelphia. The Commission was duly established by Congress in 1910, but the "" United Voice "" idea was changed in the Act, as"
1943	MAG	Harpers	"how strange and bewildering the score of "" Elektra "" sounded to the public of 1910. About the middle of the work there is a short scene in which two"
1943	MAG	Nation	"in American agriculture. The family farm is in danger of dying out. From 1910 to 1940 the number of farms containing 1,000 acres or more increased more than 100"
1943	MAG	SatEvePost	the nose. He was then sent back to a New York orphanage. In 1910 the Hillsboro paper announced that he had turned into the sun of the late Prime
1943	MAG	SatEvePost	"the brother of one. Tol Pendleton, the brother, was an all-American in 1910 and captain of the Princeton eleven in 1913, also an ace in World War"
1943	NEWS	NYT-Reg	"have been as follows: EZRA POUND Except for brief visits to this country in 1910 and 1939. Ezra Pound, Idaho-born poet and composer, has spent the last"
1944	FIC	FinalHour	"abandoned by the family, after my great-grandmother, May Sessions, died, in 1910. By then it had become surrounded by slums, but she still stayed there"
1944	FIC	HistoryRomeHanks	with Grandma Hanks in the under. ground passage in the Glenwood Mission Inn in 1910. You wake less loved and more bewildered. An ambulance and a police car
1944	FIC	DarkPage	"Afternoon... October... That's it, October eighteenth, 1910. I just got back from the bombing of the Los Angeles Times. """
1944	MAG	Time	"became editor of her college paper she printed all 21 rejected stories.) In 1910, 20-year-old, buxom, self-confident Fannie left for Manhattan to do graduate work in"
1944	MAG	Time	"Diamond's discreet Manhattan offices, has run Diamond like a Central American dictator since 1910, when he was called in to figure out how to make matches without poisoning"
1944	MAG	Time	"to the chair since, but they were good fellows. "" * # In 1910 British Publishers Sampson, Low, Marston &; Co. brought out Farnol's first novel"
1944	MAG	Harpers	"elected president of the Sanitary District board of trustees, an office he held until 1910, despite critics who called him "" Czar McCormick "" when he instituted administrative reforms"
1944	MAG	Harpers	"). But his career as a lawyer and public servant was cut short in 1910 when Robert W. Patterson, son-in-law of Joseph Medill and editor of the Tribune,"
1944	NEWS	Chicago	"ballot, as Willkle was named virtually without the aid of the Keystone state in 1910. Expect Others to Follow. After such action by Illinois and Pennsylvania, most"
1945	FIC	Harpers	"that I had seen Mr. H. B. Warner, was when he was acting about 1910 or so -- in Alias jimmy Valentine, a play written by the late Paul"
1945	MAG	Time	"from his public pay. He saved even more when, in the years following 1910, he served as an industrial counselor, for fat fees. Aside from his"
1945	MAG	Time	159343 In 1910 Ensign John Henry Towers was a young man with a consuming idea: he thought
1945	MAG	Atlantic	"promote coagulation. Harvey Cushing confirmed this discovery, and a year later, in 1910, introduced the silver clip. He also made wise use of the blood-vessel constrictor"
1945	MAG	Atlantic	"recommendation. Astronomer and philosopher, HARLOW StrAmlly graduated from the University of Missouri in 1910, took his Ph.D. at Princeton in 1913, and has been Director of"
1945	MAG	SatEvePost	". He has clung passionately to personal obscurity. Gibbs left his titudiesat Harvard in 1910. During the 30's, he came along with his new machinery, which"
1945	NEWS	NYT-Let	"1,967,972 people who declared themselves Slovak nationals, according to the Hungarian official statistics of 1910, published in the Hungarian Statistical Yearbook UF. Mar, Budapest, 1916,"
1945	NEWS	CSMonitor	". This has been the pattern in all but two of the Mayoralty elections since 1910. Size of the field is seen as an advantage to Candidate. Curley,"
1946	FIC	ForetasteGlory	Charlie Allbright said the last time he saw Uncle Sweeter in the river was in 1910. He fell off the ferryboat then. That was the last time anyone had
1946	FIC	ForetasteGlory	"'s father, got the idea that this was a coming industry, sometime before 1910, he immediately shipped his son away to an embalming school. At the same"
1946	MAG	Time	"Jeans taught applied mathematics, married Charlotte Tiffany Mitchell of the jeweled Tiffanys. In 1910 he went back to Cambridge, turned to astronomy. Always a theoretician rather than"
1946	MAG	ReadersDigest	"this relation with one tribe after another is a unique organization which he created in 1910, the Indian Protection Service. A set of laws gave the forest dwellers every"
1946	MAG	NatGeog	"when its treasure ore brought in as much as $11,000,000 in a single year, 1910. Fifty-two blocks of its buildings burned clown in 1923: others have since been"
1946	MAG	SatEvePost	"League, a public body interested in better government, immediately pointed out that between 1910 and 1940 Pennsylvania dropped from 8.3 per cent of the national population to 7.5 per"
1946	MAG	SatEvePost	"a decline of almost 10 per cent in her share of national wealth, between 1910 and 1939 lost 24.4 per cent in her share of manufacturing production, and fell"
1946	MAG	SatEvePost	"horse. In population, for example, both Pennsylvania and Massachusetts gained people between 1910 and 1940? but other parts of the country gained relatively more. And in"
1947	FIC	SecondGrowth	"violets or daisies on them, looking, she thought, straight out of the 1910 Sears Roebuck catalogue. She saw the stiff heavy suits of the men, the"
1947	MAG	Time	"at White House balls and embassy parties in Washington. She met Bob Taft in 1910, married him in 1914. But as a wife and the mother of four"
1947	MAG	Time	"Come equally handy to Whistler. # Last week, for the first time since 1910, Manhattan had a Whistler show. The 47 paintings, watercolors and pastels on"
1947	MAG	Time	"Aleman climbed in, rode off to his Chapultepec home. # # * Since 1910 three Presidents of Mexico have been assassinated, and two more would have been,"
1947	MAG	ReadersDigest	"many substances against which you can not be immunized at all. Way back in 1910 an Englishman, Sir Henry Dale (now a Nobel Prize man), stumbled"
1947	MAG	ReadersDigest	"put chew- | ing gum in the mouths of his stenographers and shopgirls. By 1910 Wrigley's total sales were up to $4,445,000. Wrigley liked doing things on a"
1948	FIC	Harpers	"a high arch. The bronze plate beneath the picture read, "" Genoa, 1910. Professional Championships of Italy. Saber. Professor Alcide Arista, First Place."
1948	MAG	Time	"But not the first laughing song. Among earlier successes: Ticklish Reuben (circa 1910), Laughing Boy Blues."
1948	MAG	Time	"the World Council of Churches. # The Amsterdam meeting had its beginnings back in 1910, when missionaries of many non-Roman Catholic churches met in Edinburgh to discuss their common"
1948	MAG	ReadersDigest	"politics largely' 1 because he did not know what else to do. In 1910 he was elected to the New York state senate, and in 1912, at"
1948	MAG	Harpers	"he further developed when he was coach of the University of Michigan bail team in 1910 and 1911? the team on which George Sisler, future major league.400 hitter"
1948	MAG	NewRepublic	"early verse and was more favorably reviewed. It was published by Scribner's in 1910, the same year that Sister Carrie was reissued by Harpers. Dreiser and Robinson"
1949	MAG	Time	"of Porfirio Diaz. They have lived serenely through the social upheaval that started in 1910. Within the 100 miles of fence that shields them from the new world,"
1949	MAG	SatEvePost	"you can, if you wish, stroll down a gas-lit village Main Street of 1910, with granite-block pavement, watering trough, electric broughams and gas buggies parked at"
1949	MAG	SatEvePost	"is a museum in itself. He takes his guests to ride in a two-cylinder 1910 Sears surrey, with a fringe on top and a genuine whip socket on the"
1940	NF	RobertRidgeway	"did not realize what a nervous strain he was under until he broke down about 1910, and had to go away for a number of months to pull himself together"
1941	NF	OutlinesGeology	backward along the line of former ice flow. This resulted in the discovery in 1910 of Finland's most important copper mine. Several isolated diamonds of good quality have
1941	NF	BasicProblemsBehavior	and thus distort his responses. The Kent-Rosanoff Association Test 28 was first published in 1910 and has been widely used. The stimuli are one hundred words and are presented
1941	NF	BasicProblemsBehavior	"J. Rosanoff, A study of association in insanity, American journal of insanity, 1910, 67, 37-96, 317-390. | Woodrow and Lowell29 published their results of a"
1941	NF	SurveyCycleSod (1)	"other desirable qualifications. Founded in 1880, it had its first train in 1910. Mining and livestock give the district dual income. It is the "" wireless"
1941	NF	SurveyCycleSod	"as late as 1903, and the first herd "" trailed-in "" in the year 1910. A wild country where 1000 miles of the sea coast is yet to be"
1941	NF	EngineeringProfession	the United States the first degree of Bachelor of Science in Agriculture was granted in 1910. The development of special training in this newer field is roughly indicated by the
1941	NF	LungfishTheDodo	to justify even the most exaggerated description of its powers. Toward the end of 1910 Carl Hagenbeck felt sufficiently certain that the misnamed pygmy hippos were still alive somewhere in
1942	NF	OurEconomicProblems	"need, as is the case with old age pensions. During no year since 1910 has the army of the unemployed shrunk to less than a million. Unemployment,"
1943	NF	RegionalGeography	"these three Lake states produced 35 per cent of the nation's total, by 1910 they could not supply their own needs, and today they produce only 4 per"
1943	NF	TransportWar	it today is one of several plants doing a vast war manufacturing job.... In 1910 an airplane (flown by Bleriot) for the first time crossed the English Channel
1945	NF	WhiteVersusBrown	"the lowest protein intake when his animals were fed on dog flesh. Zisterer in 1910 corroborated the experiments of Michaud, maintaining that an animal can subsist on the lowest"
1945	NF	WhiteVersusBrown	"of the protein of middlings are digested by animals.... "" In 1910, Snyder, at that time Chief Chemist of the Russell Miller Milling Company,"
1946	NEWS	NYT-Let	"torn from, Hungary "" in the east, Transylvania, as alleged. The 1910 Hungarian census bears testimony to this effect. It proves that none of the five"
1946	NEWS	NYT-Reg	"Patterson returned to the fold of the family's newspaper when his father died in 1910. He shared control of The Tribune with his cousin, Robert R. McCormick."
1946	NEWS	NYT-Reg	"let his title pass to Jess Willard in Havana in 1915. Got $120,000 in 1910 Among the distinctions that came to him was that of having collected the largest purse"
1946	NEWS	NYT-Reg	"paid a boxer until the golden era of the Jack Dempsey days -- $120,000 he received in 1910 when he knocked out James J. Jeffries in fourteen rounds at Reno, Nev."
1946	NEWS	NYT-Reg	"for Johnson before he knocked out Jeffries in the fifteenth round on July 4, 1910, in Reno, a contest pro; noted by Tex Rickard and Jack,"
1946	NF	EconomicsInOne	"a case in point. Their modern counterparts are certainly no less striking. In 1910, 140,000 persons were employed in the United States in the newly created automobile industry"
1946	NF	QuestWisdom	by description. NEO-REALISM R. B. Perry and others worked out the neo-realistic view in 1910. All knowing reduces to immediate apprehension. Among the hosts of relations in which
1947	NEWS	NYT-Reg	other nations in this hemisphere must be strong. The President defended the adoption since 1910 of laws regarded in some quarters in this country as expropriation of Americans' property
1947	NEWS	NYT-Reg	"Jewish Agency, Mr. el-Husseini repeated the state-1 ment that an offer by Iraq in 1910 to provide two divisions for the British Middle East Command if the 1939 White Paper"
1947	NF	InternationalTrade	agreement? without success. The United States renewed reciprocity negotiations with Canada again in 1910. A Canadian reciprocity agreement seemed necessary at that time if the application of the
1947	NF	InternationalTrade	"average of 1,729 million libras in 1900? 1903 to 4,217 millions in the period 1910? 1914. Since the United States continued to import substantial amounts of sugar from"
1948	NEWS	WallStJrnl	government to continue until 1950 all controls and regulations made under the old 1939 and 1910 Emergency Powers Acts. At the same time it also armed itself with new power
1948	NF	ScienceServant	a satisfactory explanation of Darwin's experiments until the decisive investigations made during the years 1910? 1911 by P. Boysen-Jensen in his laboratory in Copenhagen. Like Darwin's experiments
1949	NEWS	WallStJrnl	"They think one answer lies in their billings that since the census of April, 1910, there have been close to four million more hab? its.ble dwellings added to"
