YEAR	TYPE	SOURCE	CONTEXT
1956	NF	AnOutlineBacteriology	"The administration by subcutaneous injection of large doses of formalinized (and therefore dead) influenza virus to human beings may, for instance, produce quite severe generalized reactions com"
1956	NF	AnOutlineBacteriology	the blood.4 Antibodies may also reach some secre-tions such as the colostrum and milk. Influenza virus neutralizing anti-body has been detected in the nasal mucus. Antibodies have also been
1956	NF	AnOutlineBacteriology	"in Fig. 7.5, showing the variations in the level of // neutralizing antibody for influenza virus in the blood of three individuals over a period of 3 years following clinical"
1956	NF	StructureFunction	"inflammation of the middle ear. It is often associated with the common cold, influenza, and other upper-respiratory disorders. The inflammatory process spreads from the pharynx up the"
1957	NEWS	NYT-Let	"from heart disease, diabetes and other chronic ailments and for whom the contraction of influenza may be of serious consequences. They should have first priority in receiving the benefit"
1957	NEWS	NYT-Reg	"Planned on Ambulance Runs Bellevue Treats 1,021 By PHILIP BENJAMIN The expected epidemic of Asian influenza has arrived in New York, the City Health Department reported yesterday. About 150,000"
1957	NEWS	NYT-Reg	"yesterday. About 150,000 pupils and 3,000 teachers were absent because of some form of influenza, school officials said. Between Sunday midnight and 9 P. M., last night"
1957	NEWS	NYT-Reg	". Between Sunday midnight and 9 P. M., last night 1,021 persons complaining of influenza symptoms were treated at Bellevue Hospital. However, the Health, Hospitals and Education"
1957	NEWS	NYT-Reg	the Department of Health and the Department of Hospitals reported to Mayor Wagner on the influenza situation. They told the Mayor of the sharp rise in the number of cases
1957	NEWS	NYT-Reg	thought it was reasonable to assume that a good number of the cases were Asian influenza. He reported that during the period from 4 P. M. Friday to midnight Tuesday
1957	NEWS	NYT-Reg	"situation if it worsens. "" In New Jersey, meantime, mild cases of influenza yesterday kept thousands of school children home. In Trenton the rate of school absentees"
1957	NEWS	NYT-Reg	"Department. About 400 passengers on, the Italian liner Saturnia were- afflicted by Asian influenza during the thirteen-day crossing from Trieste, Italy. The ship docked yesterday at Pier"
1957	NEWS	NYT-Reg	"than 1,400 persons in the state were stricken by an illness suspected of being Asian influenza. The latest victims brought to about 5,000 the number hit by influenza-like illness since"
1957	NEWS	NYT-Reg	"The outbreaks have been generally mild. The department has confirmed 350 cases as Asian influenza. Prince Charles Falls Ill Special to The New York Times. LONDON, Oct."
1957	NEWS	NYT-Reg	"? Prince Charles, 8-year-old heir to the British throne, became sick today with influenza at the boarding school he entered last week. A spokesman at Buckingham (Palace"
1957	NEWS	NYT-Reg	"Greece ATHENS, Oct. 2 (Reuters)? Eight persons have died of Asian influenza in Greece in the last two days. This brings the death toll in major"
1957	NEWS	NYT-Reg	", the Netherlands, Oct, 2 (Reuters)? About 70,000 cases of influenza are being reported daily in this country. An "" exceptionally high "" number of"
1957	NEWS	NYT-Reg	"was to have hurled this game but had to be sidetracked because of a mild influenza attack on Wednesday. The incredible Burdette, however, needed no help once the"
1957	NEWS	NYT-Reg	"Emerging from four days' seclusion at the executive mansion where he was confined with influenza, the Governor suggested that integration at Central. High School might win community acceptance"
1957	NEWS	NYT-Reg	". The two missing students, Terrence Roberts and Melba Pattillo, were ill with influenza. Today half of the thirty soldiers stationed inside the school were Arkansas National Guardsmen"
1958	MAG	SatEvePost	"holiday festivities. Then, on July sixth, a raging epidemic... of Asian influenza broke out and swept across the island with terrifying speed. Within a few weeks"
1958	MAG	SatEvePost	mothers or babies were lost in childbirth. Only one death was directly attributed to influenza -- that of a two-month-old enfant who was suffering from bronchial pneumonia when admitted to
1960	FIC	ChessPlayers	stand on his feet. Part of his debility was unquestionablydue to the attack of influenza which he had persistently refused to recognize as a serious illness as long as he
1960	MAG	Atlantic	"jail, is about on a par with our reaction to a bad case of influenza. Nasty, rotten luck, can happen to anyone, nothing to shout about"
1960	MAG	SatEvePost	"a mother and ten children living in one room. The mother was ill with influenza, and all the children had chicken pox. The father, an ex-miner,"
1960	NEWS	NYT-Reg	"capital. Despite the rigorous schedule, undertaken just after recovery from a bout of influenza, Mr. Khrushchev appeared to be unfatigued and relaxed in his two public appearances today"
1960	NF	AnimalScienceIndustry	made the poorest gains the second year. That year all pigs were affected by influenza and those in the wallow were affected most severely. This illustrated the sanitation and
1961	FIC	EdgeSadness	"mother, and this was unusual with him. My mother had died in an influenza epidemic when I was very small. I had only the faintest recollections of her"
1961	MAG	Time	viruses at the upper right are polio; the four at the lower right are influenza. # IN painting this and other covers for TIME (this is his 26th
1961	MAG	Atlantic	""" Colorado "" is used with potato beetles, "" Spanish "" is used with influenza, and "" German "" is used with measles. In Canada, "" American"
1962	MAG	Time	", 14, complained of fever and a sore throat. A local doctor diagnosed influenza and hopefully dosed him vith medicine. The feverish boy lay around Viracopos airport for"
1962	MAG	Atlantic	"month for service-connected chronic bronchitis. During his three-month service in the army he had influenza and developed a cough, which he has since aggravated by heavy smoking. He"
1964	MAG	Time	"tube. And it is safe enough to have been used with promising results on influenza patients. Such a drug may help children, but proving its safety for pregnant"
1964	MAG	GoodHouse	"of the U.S. Public Health Service asserted that the results of tests with the 1963 influenza vaccine were "" disappointing "" and that the widespread use of flu shots "" can"
1964	MAG	GoodHouse	"Since the great Asian-flu scare of 1957, the United States has suffered through five influenza epidemics. They flourished despite increasing use of flu vaccine. Three of these epidemics"
1964	MAG	GoodHouse	"says Dr. Langmuir, "" there is a 50 percent chance we will have an influenza epidemic. "" To decide whether or not to be vaccinated against the flu ("
1964	MAG	GoodHouse	"flu research. The word "" flu "" comes, of course, from "" influenza, "" which stems, in turn, from an Italian phrase, un influenza"
1964	MAG	GoodHouse	"influenza, "" which stems, in turn, from an Italian phrase, un influenza di freddo, meaning "" the influence of cold. "" (An earlier name"
1964	MAG	GoodHouse	"come from a French word, agripper, meaning "" to attack. "") Influenza has had a long and lethal history. Hippocrates wrote of a flu epidemic in"
1964	MAG	GoodHouse	entire four years of World War I. NOT until 1933 was the specific cause of influenza discovered. Then it was identified as a virus so small that 25 million of
1964	MAG	GoodHouse	"its discovery made possible the development of a vaccine to prevent the then-most-virulent strain of influenza. The first general use of such a vaccine came in 1943, when members"
1964	MAG	GoodHouse	"Army's college-training program (ASTP) were inoculated against the threat of the severe influenza A epidemic of 1943-44. However, widespread civilian use of the vaccine was not"
1964	MAG	GoodHouse	"of "" watch laboratories "" all around the world to spot the development of new influenza strains. It was this system which helped give us the alert on the sudden"
1964	MAG	GoodHouse	"in a generation. Up to then, there had been little civilian use of influenza vaccine in the U.S., but that spring the U.S. Public Health Service decided to"
1964	MAG	GoodHouse	"He estimates that "" 84 percent of persons prone to die during an epidemic of influenza were left unprotected. "" An independent appraisal: No one really knows how many"
1964	MAG	GoodHouse	"The charge: Dr. Langmuir, citing "" limited studies "" of the efficacy of influenza vaccine during the 1963 epidemic, says, "" The findings are disappointing and point"
1964	MAG	GoodHouse	"than 20 to 25 percent at best. For this reason, widespread use of influenza vaccines can not be justified. "" The rebuttal: Dr. Davenport offers evidence that"
1964	MAG	GoodHouse	based on virtually ideal conditions. (The military offers a well-controlled environment for preventing influenza? once the recruits are vaccinated? since the youths get regular hours of sleep
1964	MAG	GoodHouse	"the proper two doses of vaccine, | how many of these were exposed to influenza, and how many fell ill with influenza? then compare their experiences with those"
1964	MAG	GoodHouse	"how many of these were exposed to influenza, and how many fell ill with influenza? then compare their experiences with those of all the people who were not vaccinated"
1964	MAG	GoodHouse	". Since that key is missing, all claims as to the over-all effectiveness of influenza vaccine are merely well-informed guesses. CHANGE IN STRAINS The charge: Dr. Langmuir asserts"
1964	MAG	GoodHouse	"in the flu strain was carefully reviewed by the Surgeon General's Advisory Committee on Influenza, whose decision was that the "" degree of shifting did not warrant a crash"
1964	MAG	GoodHouse	controversy itself has sparked an intensified and more critical inquiry into current methods of fighting influenza. From this inquiry it can be hoped that new and more effective approaches will
1966	MAG	Time	"more than 3,000 human subjects, and has shown remarkable effectiveness in protecting against Asian-A influenza. For an adult the effective dose of amantadine is 200 mg. a day,"
1966	NEWS	Chicago	during a parade and was taken home. He is believed to be suffering an influenza attack. May Lose Crew Borman said yesterday afternoon that it is inevitable that the
1967	MAG	Time	"as a matter of personal choice, reputedly even darning his old socks; of influenza; in King Koti Palace, India. # # Died. Andrew Jergens,"
1967	NEWS	Chicago	19671220_1 txt The first definite confirmation that the A-2 influenza virus has struck Chicago was reported yesterday by the Illinois department of public health.
1968	FIC	MorningNoonNight	"the Canon recalled, there was one child, a son who died tragically of influenza in 1918, which could, of course, do something to account for the"
1968	FIC	TestimonyTwoMen	"compared with the other killers, such as diarrhea and tuberculosis. And pneumonia and influenza and diphtheria. These are our present murderers, while cancer is rare in comparison"
1968	FIC	TestimonyTwoMen	", one winter my chest was worse than usual, and our family doctor had influenza, and we called in Dr. Bogus. He walked into the bedroom where I"
1968	NEWS	Chicago	"thing that will push the pneumonia deaths above the expected level and that is an influenza outbreak, "" Dr. Sencer said. The center monitors pneumonia-influenza deaths in 122 cities"
1968	NEWS	Chicago	"100,000 doses have been distributed in Chicago. While many medical authori-1 ties described the influenza here as an epidemic, Dr. Morgan J. O'Connell, acting health commissioner, continued"
1968	NEWS	Chicago	"Slight Flu Increase "" I would say that we have had a slight increase in influenza activity In the city, "" he said. "" I want the people to"
1969	MAG	NewYorker	"office. Then he went on to tell us that whenever a new strain of influenza virus appears in Asia, where flu is endemic, it is inevitable, because"
1969	NF	PartnersInScience	"pertussis by the same air and though the patients were | seized by the late influenza immediately/ afterwards, they did not relapse into the pertussis? Dr. Carmichael says that"
1969	NF	PartnersInScience	"to such an antagonist. I caught a Cold, I beleive it was the influenza in the beginning of February by venturing out to see Mrs. Ferguson whom we have"
1970	FIC	TravelsWithMyAunt	"extravagance; "" my aunt replied. "" Poverty is apt to strike suddenly like influenza, it is well to have a few memories of extravagance in store for bad"
1970	NEWS	NYT-Reg	"in Penrhyndeudraeth in Merionetshire when he died at 8 P.M. He had been suffering from influenza. Governed by 3 Passions "" Three passions, simple but overwhelmingly strong, have"
1971	FIC	Wonderland	"fascinated with the microscopic. Sick for two weeks in the university infirmary with an influenza that was going around, he dreamed of the cells of tissues, the bizarre"
1972	FIC	Play:BuffaloJump	"loses his legs in a railway accident, loses his wife and child in an influenza epidemic, loses his money in the Wall Street Crash and still manages to come"
1972	MAG	ReadersDigest	"more than his share of sadness. His first wife, Marjorie, died of influenza. His second wife, the beautiful and beloved Louise, suffered a series of"
1972	NEWS	Chicago	"19720810_3 txt The government toddy announced development of a new kind of influenza vaccine which it said "" holds future promise for the eventual control "" of the"
1973	FIC	TheophilusNorth	"to writing anonymous letters. They say it comes and goes in epidemics, like influenza. You should have torn them into small pieces -- unread -- and put them"
1973	FIC	Harpers	"day, postponed a little, postponed fifty years, on account of rain, influenza, school, work, war, movies, and the news, the big"
1973	MAG	Time	"microbes: Institute scientists had devised a vaccine to protect against the present generation of influenza virus and against generations yet unborn. The vaccine, said last week's announcement"
1973	MAG	Time	"he had not had the opportunity to take the rest needed to recover from the influenza he had suffered repeatedly this past winter. "" In what seemed an attempt at"
1974	FIC	Harpers	", or somewhere else. A number of unlucky fellows died at Camp Curry of influenza, almost as if they hadn't been in the war at all. Two"
1974	FIC	Harpers	"boy in Kingsburg, the dead of the neighborhood in France, the dead from influenza at Camp Curry, and the disgraced Kristofor Under the Bed, as he came"
1975	MAG	Time	"a staggering variety of ailments, ranging from abscessed teeth, bursitis, gout, influenza, pneumonia to heart attack and-most ominously-leukemia. The Boston Globe carried the electrifying tale"
1975	MAG	Time	"285560 By comparison with the great influenza epidemics, the plague that hit Minnesota recently was a trivial affair. One hundred"
1976	FIC	StormWarning	"not long enough. "" "" And your mother? "" "" Died in the influenza epidemic of 1918. I went to live with her brother, my uncle Lothar"
1976	MAG	Time	"286658 When several hundred soldiers were stricken with influenza at Fort Dix, N.J., in February, doctors at first were not greatly"
1976	MAG	Time	"were not greatly alarmed. The recruits appeared to be suffering only from the A/Victoria influenza virus, a strain that caused last winter's relatively mild flu epidemic. But"
1976	MAG	Time	form of which possibly caused some half-million deaths in the U.S. alone during the 1918-19 influenza pandemic-only a few health centers round the country were ready to give the shots.
1976	MAG	Time	"flu, and bivalent, which also contains vaccine against last year's prevailing A/Victoria influenza strain. Because the virus used in producing the vaccine is cultured in eggs,"
1976	MAG	SatEvePost	"held for $500,000 ransom in December, 1968. Because the girl was ill with influenza, her mother had come to Atlanta and moved her to an off-campus motel."
1976	MAG	NewRepublic	"leases for oil-drilling on the Atlantic shelf; a bill to limit strip-mining vetoed; influenza vaccine dangerously delayed because of insurance companies, then even more dangerously hurried; sale"
1977	MAG	SatEvePost	"Kennedy has tremendous physical stamina. He has above-average resistance to infections, such as influenza.... "" There are three interesting obfuscations in the statement. Dr. Travell"
1978	FIC	Whistle	ill. Nothing to do with the drug. Believe me. Some form of influenza. I don't know what kind. Something you must've picked up in
1978	MAG	Time	". Father was called to a grimy industrial parish in Birmingham; their mother contracted influenza and died. But soon there was a new Mrs. Knox, an elegant lady"
1979	FIC	PassionPlay	"finished The Plumed Serpent in Mexico. He called his sickness catarrh, bronchitis, influenza, a bad cold, finally malaria -- everything but the deadly thing it was."
1970	NF	DemocracyResponsbility	", whilst in Europe and beyond Nature took a hand with a deadly epidemic of influenza. The guns ceased firing. After an interval of awesome silence, over the"
1970	NF	DemocracyResponsbility	of keeping warm in the post-war winter no doubt contributed to the virulence of the influenza epidemic which swept the country and ravaged the large towns: 7.9 per cent of
1972	NEWS	Chicago	"described the potential importance of the new technique this way: "" For years, influenza has posed special problems in disease prevention. These. problems have arisen as a"
1972	NEWS	Chicago	"problems in disease prevention. These. problems have arisen as a result of the influenza virus' uncanny ability to change its structure. "" These periodic changes, known"
1972	NEWS	Chicago	"as antigenic shifts, render past vaccines useless and leave entire population groups susceptible to influenza. "" The institute said the new vaccine must still undergo extensive trials' and"
1975	NEWS	NYT-Reg	"by disease ranking behind conditions of heart and circulatory system including stroke, cancer, influenza and pneumonia, and diseases of early infancy. Death by accident now. ranks"
1975	NF	ShortTextbookMedicine	". Benign pericarditis can probably be caused by several viruses including coxsackie, mumps and influenza. It is most common in young adults and there is often a history of"
1975	NF	ShortTextbookMedicine	"well as other illnesses such as pericarditis and meningitis (p. 521). The influenza virus consists of types A, B and C; influenza A virus is the"
1975	NF	ShortTextbookMedicine	"521). The influenza virus consists of types A, B and C; influenza A virus is the cause of pandemics and major epidemics, B virus causes smaller"
1975	NF	ShortTextbookMedicine	", B virus causes smaller epidemics and is a less virulent type of infection and influenza C is principally endemic producing a fairly trivial respiratory infection. Major changes in the"
1975	NF	ShortTextbookMedicine	"endemic producing a fairly trivial respiratory infection. Major changes in the antigenic nature of influenza A virus occur about every ten to fifteen years, but minor changes may occur"
1975	NF	ShortTextbookMedicine	"intervening years? the so-called antigenic drift'. For this reason effective vaccines against influenza should contain type B virus and the latest strain of type A, at the"
1975	NF	ShortTextbookMedicine	"OF THE BRONCHI ACUTE TRACHEITIS AND BRONCHITIS Acute tracheitis and bronchitis may complicate colds, influenza, measles, and other virus infections, and are particularly liable to occur in"
1976	NEWS	Chicago	"the extent of the potential threat posed by a strain of flu known as swine influenza that could become epidemic here next tall. However, the President said there is"
1976	NEWS	Chicago	"evidence and past experience indicate a strong possibility that this country could experience widespread swine Influenza in 1976-77. "" Since every American under the age of 50 Is almost universally"
1976	NEWS	Chicago	"Eyed those people over age 50 who have swine -- like virus exposure to the influenza can not be sure that they are protected against the disease, the statement said"
1976	NEWS	Chicago	has had any contact with pigs. This question reflects the haunting concern that swine-type influenza -- which broke out earlier this year at Ft. Dix. NA -- could
1976	NEWS	Chicago	"could be implicated, though it. will not be known whether any type of influenza is involved until laboratory test results become available, possibly on Thursday. PAYNE's"
1976	NEWS	Chicago	"in poor health were the main victims, dying from hbart attacks, pneumonia, influenza, and cancer. OTHER DISORDERS aggravated by hot, moist weather include asthma,"
1976	NEWS	NYT-Let	"flexible To the Editor: Even as implementation of the national immunization campaign against swine influenza has begun, debate over its merits continues (editorial Sept. 27). In"
1976	NEWS	NYT-Let	". One, directed at the general population, involves the use of monovalent swine influenza virus vaccine to prevent a potential epidemic of swine influenza this winter. This unique"
1976	NEWS	NYT-Let	"the use of monovalent swine influenza virus vaccine to prevent a potential epidemic of swine influenza this winter. This unique program, aimed as it is against a possibility which"
1976	NEWS	NYT-Let	Americans who because of age or chronic disease are unusually susceptible to severe complications of influenza. The use of influenza vaccine in this population has long been accepted public-health policy
1976	NEWS	NYT-Let	or chronic disease are unusually susceptible to severe complications of influenza. The use of influenza vaccine in this population has long been accepted public-health policy. The vaccine which has
1976	NEWS	NYT-Let	public-health policy. The vaccine which has been produced for this population contains both swine influenza virus and a strain of influenza virus (VicSilent Parents To the Editor: It
1976	NEWS	NYT-Let	has been produced for this population contains both swine influenza virus and a strain of influenza virus (VicSilent Parents To the Editor: It is a terrible thing to stand
1976	NEWS	NYT-Let	"Subcommittee on International Trade, Investment and Monetary Policy. torte) which has caused influenza throughout the world in the last eighteen months. Although swine influenza virus has not"
1976	NEWS	NYT-Let	which has caused influenza throughout the world in the last eighteen months. Although swine influenza virus has not been isolated from human cases since the events at Fort Dix In
1976	NEWS	NYT-Let	"since the events at Fort Dix In February, Victoria-like virus has continued to cause influenza (most recently in the Southern Hemisphere, where June, July and August are"
1976	NEWS	NYT-Let	"anything concerning this controversy that is clearly predictable, it is that there will be influenza this winter, probably due to Victoria-like virus. It would be tragic if disagreement"
1976	NEWS	NYT-Let	virus. It would be tragic if disagreement over the mass immunization program against swine influenza resulted in loss of public confidence in influenza vaccines in general. Debate regarding the
1976	NEWS	NYT-Let	over the mass immunization program against swine influenza resulted in loss of public confidence in influenza vaccines in general. Debate regarding the wisdom of a mass campaign against a virus
1976	NEWS	NYT-Let	"not obscure the urgent need. to immunize persons at great risk against strains of influenza virus that are prevalent. (Prof.) JEROME L. SCHULMAN, M.D. Department of"
1976	NEWS	NYT-Let	"diseases. Besides the transient defects in taste that may occur during an attack of influenza, other conditions, such as liver failure, thermal burns, an underfunctioning thyroid"
1977	NEWS	NYT-Let	actual events. Those responsible in early 1976 for the scientific decision to recommend nationwide influenza vaccination were faced with the following facts:? In a human-to-human epidemic at Fort
1977	NEWS	NYT-Let	"? In a human-to-human epidemic at Fort Dix, N.J., a new strain of influenza A virus, with a major shift in both antigenic components, was isolated."
1977	NEWS	NYT-Let	survivors of the 1917-18 epidemic that took millions of lives.? The spread of influenza is so rapid that before the next epidemic season vaccination must be as complete as
1977	NEWS	NYT-Let	Now an appraisal is being made of the possible relationship of the Gulllain-Band syndrome and influenza vaccination. The syndrome has never been associated with any vaccine program and could not
1979	NEWS	Chicago	"the postponement of French President Valery Giscard d'Estaing's visit to Moscow because Brezhnev had influenza, adds urgency to the SALT process because of the potential for a period of"
1980	FIC	RiddleyWalker	"all. Bridges were washed out. There was a typhoid scare, and an influenza scare. (Jean-Pierre himself experienced a gonorrhea scare of fourteen hours, which left"
1980	NF	LookYourHealth	of vaccines are derived from killed or inactivated preparations of infectious agents. These include influenza and typhoid vaccinations. Toxoids are preparations of chemically altered products of bacteria called toxins
1980	NF	LookYourHealth	". Sponge baths, especially with alcohol, are helpful. The Common Cold and Influenza Colds are upper respiratory infections caused by certain viruses that produce illnesses that are highly"
1980	NF	LookYourHealth	"upper respiratory infections. Flu vaccinations provide fairly good protection against a specific virus, influenza, and usually against several strains. Such vaccinations are not 100 percent effective,"
1981	FIC	GorkyPark	for his first four months; injections of vitaminsC and E and sun-lamp therapy for influenza; late in the subject'sfirst year a tooth was pulled and replaced by a steel
1981	NF	VirusThatAteCannibals	"town in the United States. The disease was not as great a killer as influenza, but these survivors were a constant reminder of the disease. Partly because of"
1981	NF	VirusThatAteCannibals	"he announced that he could produce a safe, effective polio vaccine. Like the influenza vaccine he had worked on during the Second World War, this would be a"
1981	NF	VirusThatAteCannibals	"If they were rabies viruses, they would attack brain cells; if they were influenza viruses, they would fasten onto lung cells. Very soon, hundreds of thousands"
1981	NF	VirusThatAteCannibals	", these cells pucker up, surround the rhinovirus, and drink it in. Influenza viruses? even more boldly? blast a hole in the cell membrane and fire"
1981	NF	VirusThatAteCannibals	"two. Nor is it possible to vaccinate against a prevalent strain, as with influenza, because several different rhinoviruses may be prevalent at once, and new strains quickly"
1981	NF	VirusThatAteCannibals	"forget about writing. His father had helped document the devastating effects of the great influenza pandemic of 1918, and another professor there was enthusiastic about virus research. Andrewes"
1981	NF	VirusThatAteCannibals	"the laboratory ferrets readily caught distemper. Shortly, toward the end of 1932, influenza broke out in London. During the course of the epidemic, Andrewes and another"
1981	NF	VirusThatAteCannibals	"CANNIBALS one to find the agent responsible. The year before the virus of swine influenza had been found by an American, Richard Shope. He had taken pigs'"
1981	NF	VirusThatAteCannibals	was widely discussed because it suggested a way to proceed with the investigation of human influenza. Wilson Smith was as much a pessimist as Andrewes was an optimist. But
1981	NF	VirusThatAteCannibals	". But even Smith thought it might be worth trying to isolate the agent of influenza. He and Andrewes proposed to inoculate rats, mice, rabbits, and guinea"
1981	NF	VirusThatAteCannibals	"to inoculate rats, mice, rabbits, and guinea pigs with washings from human influenza. Back at Hampstead, as they discussed their plans, Andrewes felt his temperature"
1981	NF	VirusThatAteCannibals	"told that all their ferrets, which were used for distemper research, were getting influenza too. Laidlaw mentioned this to Smith, who seized the clue. He took"
1981	NF	VirusThatAteCannibals	"flu. It turned out that the ferrets at the other laboratory didn't have influenza after all, but an unusual form of distemper. Smith and Andrewes's ferrets"
1981	NF	VirusThatAteCannibals	"snuffling disease, "" and Smith and Andrewes thought the disease almost certainly was human influenza. To rule out any doubt, Andrewes and Smith established a ferret hospital several"
1981	NF	VirusThatAteCannibals	", they consistently produced the flulike disease. Further evidence that the WS strain was influenza was the way it spread among the animals. Another sneeze helped clinch the case"
1981	NF	VirusThatAteCannibals	"of their results and announced the news: they had found a virus for human influenza. After that, "" things went merrily, "" as Andrewes mildly put it"
1981	NF	VirusThatAteCannibals	"mildly put it. Their isolation of the virus led to the development of an influenza vaccine. The efforts of many went into this vaccine, which was made of"
1981	NF	VirusThatAteCannibals	"new fields to conquer. After the war, things had stopped going merrily with influenza with the alarming discovery that the virus could transform itself! This was a potentially"
1981	NF	VirusThatAteCannibals	? like a lock? fits the keylike surface antigens of the invader. The influenza virus had been transformed to such an extent that the vaccine was rendered not just
1981	NF	VirusThatAteCannibals	"effective, but utterly useless against the new strain. Similar antigenic changes in the influenza virus had been charted almost simultaneously in distant parts of the world, and Andrewes"
1981	NF	VirusThatAteCannibals	"with the problem. He suggested to the World Health Organization that a network of influenza surveillance centers be established, and he set up the first one in England."
1981	NF	VirusThatAteCannibals	"nut. "" He was // optimistic that it would not be cracked, like influenza, only to reveal more nuts. Andrewes's first objective was to establish a"
1981	NF	VirusThatAteCannibals	"first tried cultivating the agent in hens' eggs, the technique that worked with influenza, herpes, and other viruses. Nasal washings from cold sufferers were injected into"
1982	MAG	SatEvePost	"rheumatic myocarditis, gout, tuberculosis, angioneurotic edema, dermatomyositis, frontal sinusitis, influenza, nephritis, peptic ulcer, appendicitis, cholecystitis, malaria, scarlet fever,"
1982	MAG	SatEvePost	"the rickettsia! diseases -- Q fever, for example. It could have been influenza. It could have been a fungus infection -- coccidioidomycosis or histoplasmosis or blastomycosis."
1982	MAG	SatEvePost	"note of explanation and instruction. They were to be tested for Q fever, influenza, psittacosis and histoplasmosis. The last was for insurance. In histoplasmosis, a"
1982	MAG	SatEvePost	We could forget about tuberculosis and blastomycosis and coccidioidomycosis. And probably Q fever and influenza as well. So at least we had narrowed the field. We had a
1982	MAG	SatEvePost	". It read: ALL PRECIPITIN 11 ISTO POSITIVE. PSITTACOSIS, Q FEVER, INFLUENZA NEGATIVE. "" Histoplasmosis is one of about a dozen systemic diseases now known to"
1983	MAG	Time	"million) dropped slightly below the 1981 level, possibly because there were no serious influenza outbreaks in 1982. The 1982 infant mortality rate (11.2 per 1,000 live births"
1983	NEWS	NYT	"caused by allergies or infections by viruses or bacteria, for example, colds, influenza, streptococcal infection, infectious mononucleosis, sinusitis, gonorrhea or other venereal infections."
1983	NEWS	WallStJrnl	"19831116_2 txt A highly virulent strain of avian influenza has infected 18 poultry farms in southeastern Pennsylvania, and the Agriculture Department says 967,000"
1983	NF	MedicalWars	"C claim that large amounts are useful in treating a variety of diseases, including influenza, arthritis, and heart disease. It is impossible to judge these claims,"
1985	FIC	DavitasHarp	", it was impossible to live with my father. Then my mother died of influenza, and I came to America. "" "" Did you become a Communist in"
1985	FIC	MenAngels	"If once again the look of things could move me. When M. Matisse had influenza and thought he was dying, he said he was glad he had lived because"
1985	MAG	Time	"matters. "" Albert died at 42, almost as much from overwork as from influenza. # The eyes staring out of his portraits are those of a private and"
1986	MAG	Time	"officials have known of the new viral strain (actually a mutation of Type A influenza strains predominant in the U.S. in the 1950s) only since June, when the"
1986	MAG	Time	"production. Though no one knows how serious this season's attack will be, influenza generally kills 20,000 to 40,000 Americans in a single winter, more victims than AIDS"
1986	MAG	Time	"protection do not get vaccinated. Of the people who are vulnerable to complications from influenza because of other health problems, the U.S. Centers for Disease Control estimates, only"
1986	MAG	Time	"immunity and allowed scientists to develop vaccines that were effective year after year. The influenza virus, however, is constantly changing the configuration of its surface proteins. Because"
1987	FIC	WorldAsIFoundIt	", Italians, Russians, even a Lithuanian. At night theyp209spoke of outbreaks of influenza and said alarming things about money and politics that she did not understand, nor"
1987	MAG	Time	"Control in Atlanta. Thucydides' description, Langmuir theorized, fit the criteria for influenza complicated by toxic shock syndrome. And although this peculiar combination of ailments had never"
1987	MAG	Time	"it, "" may reappear, "" perhaps as part of some future epidemic of influenza. # The Delphian oracle could not have been more clairvoyant. In a recent"
1987	MAG	Time	"syndrome -- flu complicated by TSS. Nine of the cases occurred during a major influenza outbreak in Minnesota in the winter of 1985-86. One occurred in Roanoke, Va."
1987	MAG	SatEvePost	"bacteria, a person who develops AIDS becomes defenseless against infections such as pneumonia and influenza. Current research indicates victims should avoid immunosuppressants -- that is, anything that will"
1989	FIC	JoyLuckClub	"man came back and killed my great-grandfather. Either that, or he died of influenza one week later. I used to play out the beggar's last moments over"
1989	NEWS	NYT	"he developed a headache and fever of 101 degrees, his symptoms were attributed to influenza, which was striking thousands of other people in the area at the time. //"
1993	FIC	CutQuick	"really my uncle, but my first cousin once removed. My parents died of influenza when I was three, and Uncle Robert and Aunt Cecily took me in."
1994	FIC	ParisRev	"been dead by the age she had reached. Dead in childbed, dead of influenza, or tuberculosis, or puerperal fever, or simple exhaustion, dead, as"
1994	MAG	Time	rats. # -- Experts say new vaccines and treatments for a common type of influenza called Hib can prevent up to one-third of the cases of hearing loss in young
1997	MAG	Futurist	"of diseases such as AIDS, Ebola virus, tuberculosis, and new strains of influenza. Nations isolate themselves by forbidding travelers to cross their borders in either direction."
1998	MAG	USNWR	finally overcome one of the biggest problems in creating vaccines: Common pathogens such as influenza and pneumococcal bacteria mutate so rapidly that it is difficult to design a vaccine to
1998	MAG	USNWR	"challenge immunologists have ever faced. Many vaccines, such as those for polio and influenza, introduce the live pathogen into the body to prompt an immune response. But"
1998	MAG	USNWR	", 170 million carry the disease and are at risk for liver cancer. # Influenza. Flu kills 20,000 in the United States and infects 35 to 50 million a"
1998	MAG	USNWR	"flu. In the 1930s, scientists identified the viruses that cause yellow fever and influenza. Jonas Salk was among those who worked in the University of Michigan laboratories where"
1999	FIC	Homestead	"had died and left these boys to her husband; her husband had taken the influenza and died the year after, leaving the boys not to Anna, who wanted"
1999	FIC	SouthernRev	", hurricane, tornado, or killing spree. Gig deserves it. Hell, influenza don't even visit us anymore every winter, Park. "" # I thought"
1990	MAG	HistoryToday	"flatulancy, nervousness, biliousness, fevers, sore throats, catarrhs, colds, influenza, noises in the head and ears, rheumatism, gout, impurities, eruptions"
