YEAR	TYPE	SOURCE	CONTEXT
1965	MAG	Time	"activity, call a national convention, issue a manifesto for the first time since 1950, and run candidates for Congress next year. However, with hollow coffers and"
1965	MAG	Time	"boosted the amount built into the average new home from 500 sq. ft. in 1950 to 2,700 sq. ft. last year. Even more remarkable, the cost of"
1965	MAG	Time	"Norman H. Krause, 44, bar owner and ex-Los Angeles policeman, who in 1950 did arrest two employees of then-Controller Kuchel's office for drunkenness; Jack D. Clemmons"
1965	MAG	Time	"that troubled the public conscience was the grisly one of Timothy Evans, who in 1950 was accused of killing his wife and daughter and was executed, although in court"
1965	MAG	Time	"was partitioned in 1948, membership dropped to 250. # The transformation began in 1950 when Herbert Leslie Minard, 56, a Disciples of Christ minister from Fresno,"
1965	MAG	Time	"rector of Budapest's Regnum Marianum Church, which was razed by the Reds in 1950 to make room for a huge statue of Stalin. Emdi was first imprisoned in"
1965	MAG	Time	"college's endowment from $30 million to $62 million, increased faculty salaries from a 1950 average of $4,291 to last year's $10,020. Apparently, after 16 years Miss"
1965	MAG	Time	"fashionable French novelist whose work declines as her reputation grows. The Sea Wall (1950), her first novel, was a book of unusual promise: a gruelingly"
1966	FIC	Play:RememberingMr	"MAUGHAM Perhaps so, but without generalization there would be no conversation. GARSON KANIN 1950. New York.During a pause in the conversation last night, Maugham said: WILLIAM"
1966	FIC	Play:RememberingMr	KANIN But who's the loser? WILLIAM SOMERSET MAUGHAM Shut up! GARSON KANIN 1950. New York. WILLIAM SOMERSET MAUGHAM I'm having a grand time not only
1966	FIC	Play:RememberingMr	"to be sensitive, perhaps oversensitive. And sometimes, capable of deep emotion. 1950. New York.Maugham on the phone this morning. WILLIAM SOMERSET MAUGHAM (On the"
1966	MAG	Time	"37, a slender Negro from Memphis who was captured in North Korea in late 1950, became the 18th turncoat to forsake the Communists. That leaves only two still"
1966	MAG	Time	"Though the ponies still run in August, the casinos were shuttered by law in 1950, and the noisome waters of Saratoga's springs - once sipped for everything from"
1966	MAG	Time	"counted the aging cardinal as a major holder. # Almost as Fortunate. In 1950, New York Real Estate Broker John J. Reynolds-the man who first interested Joseph P."
1966	MAG	Time	"the beneficial rights were later transferred to the Catholic archdiocese of New York. The 1950 price was about $4,000,000, and few investments have proved more profitable. In less"
1966	MAG	Time	"son made halitosis a household word. The rights remained within the Lawrence family until 1950, by which time the massive royalties were making them expensive for tax-paying individuals to"
1966	MAG	Time	". # Uneven Talents. As this collection proves, Faulkner was particularly busy from 1950 onward. Far from being a recluse, he reported on the Kentucky Derby for"
1966	MAG	Time	"he could sometimes be straightforward and lucid, as in his Nobel Prize Speech of 1950 ("" I believe that man will not merely endure: he will prevail """
1966	MAG	Time	"217504 Grey-haired, baggy-eyed George P. # Mahoney had tried and failed six times since 1950 to win Maryland's governor ship or a U.S. Senate seat. When the wealthy"
1967	FIC	HallMirrors	"know that any Negro really aware of his position in American society in the year 1950, if given the chance to refuse to go to a real fighting war and"
1967	FIC	DeathKit	"into the wings. The ugliest construction of all, a building dating from the 1950's which served as warehouse and shipping office, is located in the rear and"
1967	FIC	Harpers	"seemed longer than a year does here. I have been in this country since 1950 and the years have gone like a dream. Now it's summer, now"
1967	MAG	Time	"in effigy by Communist-led mobs in Rio de Janeiro during a Latin American tour in 1950, and burned figuratively by right-wing critics in the U.S. during the decade that followed"
1967	MAG	Time	"49, a politically ambitious former California newspaper publisher who served with the CIA between 1950 and 1954, added further details. In an article in the Saturday Evening Post"
1967	MAG	Time	"plants and facilities abroad, which has risen from $11.8 billion to $57.6 billion since 1950 and now represents 25% of all capital investment by U.S. companies, has followed a"
1967	MAG	Time	"&; Co. - and worked in underwriting, sales and trading before becoming a partner in 1950. Haack further broadened his experience as a governor of the Midwest Stock Exchange,"
1968	FIC	Harpers	"Taylor, whose hair is short and fluffy as it was in the summer of 1950, and from under whose dark lashes, large and perfect tears unceasingly roll."
1968	MAG	SportsIll	"than anything in Francis' mysteries broke on the horse world on May 12, 1950, when Lord Mildmay disappeared. He was 41 years old and had just finished"
1968	MAG	Time	"resume other activities. "" # Died. Frank Freimann, 63, president since 1950 of Magnavox Co., who prodded the once small electronics firm out of components and"
1968	MAG	Time	"in other fields. It now manufactures 150 products, up from only seven in 1950. More than half of last year's volume came from such laboratory-developed convenience foods"
1968	MAG	Time	", Bach and Schubert played by the great Rumanian pianist who died at 33 in 1950. # # VIRGIL THOMSON: Four Saints in Three Acts (RCA Victor LM"
1968	MAG	Time	"Having persuaded Cellist Pablo Casals to come out of exile and begin performing again in 1950, Schneider now serves as major-domo of the annual Casals Festival in Puerto Rico."
1968	MAG	Time	", Belgium. While he began his experiments in 1924, it was not until 1950 that Heymans discovered that specialized nerve endings called presso-receptors monitor blood pressure. # #"
1968	MAG	Time	meeting situations outside that field. # DEAN ACHESON: Not until the end of 1950 had the Secretary of State with his senior aides ever sat down with the Secretary
1969	FIC	ChosenPlaceThe	"school. He worked for a trucking outfit and had his own car, a 1950 Ford, and he came home to sleep only once or twice a week."
1969	MAG	Time	"now find far more significant the abstract compositions that De Kooning executed between 1945 and 1950, before he immortalized his Women. # In the late 1940s, the Abstract"
1969	MAG	Time	tawdry yet luminous 6-ft. by 8-ft. canvas completed at the culmination of the cycle in 1950. Why it is called Excavation is a mystery that remains with De Kooning.
1969	MAG	Time	"seething forms eluding both definition and restriction. Exhibited at the Venice Biennale later in 1950, along with works by Jackson Pollock and Arshile Gorky, it helped to establish"
1969	MAG	Time	"Negroes comprise 52% of the population, up from 34% in 1960 and 17% in 1950. So speedy is the flight of whites to the suburbs that they are expected"
1969	MAG	Time	"up at all. She was suspended once, twice, and finally, in 1950, fired for good."
1960	MAG	Time	"your horses again and again! "" # "" Do Good. "" Ever since 1950, when the Communists decreed them equal to men, the women of Red China"
1960	MAG	Time	"maneuver showed that Latin America has used its $493 million in U.S. military aid since 1950 to train and equip at least the beginnings of a tough, expert force that"
1960	MAG	Time	"his bloody suppression of anti-Communists as boss of Albania's secret police; at a 1950 meeting of the Albanian Cabinet, he reportedly shot an argumentative colleague dead over the"
1960	MAG	Time	"311293 On Valentine's Day 1950, as Joseph Stalin and Mao Tse-tung sealed a treaty of "" friendship, alliance"
1960	MAG	ReadersDigest	"job in a paper mill. When he married his wife, Virginia, in 1950 he told her that his decision to run for sheriff someday was part of their"
1960	MAG	SportsIllustrated	Davis Cup for Australia after a 20-year hiatus. He was called back again in 1950 to restore Australia's sagging fortunes and has succeeded so well that his teams have
1960	MAG	SportsIllustrated	American methods of off-season body-building as espoused principally by Bob Kiphuth of Yale. By 1950 Australians were approaching swimming as a sport that had to be worked on hard the
1960	MAG	Atlantic	"He states, "" In comparison with the nuclear weapons of 1960, those of 1950 appear completely obsolete. If the development should continue, there is no doubt that"
1960	MAG	Atlantic	United Kingdom delegation to the United Nations in 1946. He left the service in 1950 and now lives in the United States. HALIFAX was long and thin. Eden
1960	MAG	Harpers	"to current custom, if their conscience dictates otherwise. Such an occasion occurred in 1950 when Dr. Nathaniel W. Faxon, the hospital's administrator, was nearing retirement age"
1960	MAG	Harpers	"in this country, following their hospital training period, has increased from 458 in 1950 to 1,316 in 1958. Many of these men probably serve as family practitioners,"
1960	MAG	Nation	"loyalty. But one can not dismiss on the same grounds the fact that in 1950, with a Democratic plurality of registered voters even, higher than in 1960,"
1960	MAG	Nation	"population unable to orient itself to the politics of their new state. Finally, 1950 was Year One of the McCarthy Era, and Nixon was one of the early"
1960	MAG	Nation	for the astonishing willingness of registered Democrats to vote Republican. But 1960 is not 1950 or even 1956. In 1958 it became apparent that when conditions were right the
1960	MAG	NewYorker	"Canada -- an impor-tant and successful program, directed by Porter Mc-Cray -- and in 1950 the trustees had the idea of do-ing this on a worldwide basis. The question"
1961	MAG	Time	"in the U.S. Long-term foreign investments in U.S. plants and real estate have doubled since 1950, now total $6.9 billion. The Italian balm supplied by Olivetti has eased the"
1961	MAG	Time	"Returning to New York and moving into politics, he was elected to Congress in 1950. Torn between politics and his Lockport, N.Y. law practice, he nearly"
1961	MAG	Time	"been able to stall off, for more than eleven years, enforcement of the 1950 Subversive Activities Control Act, which requires it to register with the Justice Department as"
1961	MAG	Time	"a lot to lose by obeying the law. Under the stiff terms of the 1950 Act, the party must list the names and addresses of all officers, members"
1961	MAG	Time	"claimed that the number of vacant housing units in the city jumped from 9,407 in 1950 to 38,362 in 1960. He cited a report of the nonprofit Citizens' Research"
1961	MAG	ReadersDigest	of the entire country turned up noticeably less unemployment than BLS was reporting. In 1950 the regular census takers found 20 percent less unemployment than BLS enumerators. In 1954
1961	MAG	ReadersDigest	This compares with 6o percent of the more than 15 million who matured in the 1950's. That is the local taxpayers' contribution to the prevention of unemployment.
1961	MAG	GoodHouse	"of about $20 billion, a huge increase over the $8.6 billion they spent in 1950. Health insurance premiums alone will amount to at least $7 billion. and patients"
1961	MAG	Harpers	"to be used. Everything, including the principle of nonviolence. It was in 1950 that Dr. Mordecai W. Johnson of Howard University visited India. King heard one of"
1961	MAG	GoodHouse	to have to sue for divorce? statistics show that in mobile Bergen County between 1950 and 1956 the number of divorces increased 26 percent and the number of separations increased
1961	MAG	Atlantic	"Moreira, has specifically condemned any idea that Portugal's overseas territories, which since 1950 have been considered transmarine provinces, might be given a fully self-governing status, similar"
1961	MAG	Atlantic	"elements for a quick, revolutionary flip to Communism were present in South Korea in 1950 when the Korean War was launched, "" aformer professor and North Korean army officer"
1961	MAG	Atlantic	", which was many times higher. The handsome profits, shared equally, after 1950, with the Middle East host governments, attracted to the scene American, Italian"
1961	MAG	Harpers	"Mill, and Smelter Workers' Union, which was expelled from the CIO in 1950 because of its Communist control. In hearings before the Senate Internal Security Subcommittee in"
1961	MAG	Harpers	"Born in New Orleans, he practiced law in New York City from 1927 to 1950. His latest book is "" The Predicament of Democratic Man, "" published by"
1962	MAG	Time	"always defect to the pros. But Australia plans for such losses. Ever since 1950, the ever-changing Aussie roster has almost always been good enough to lick the rest"
1962	MAG	Time	"Government committees, dined with Presidents. # When Luckman's comet burned low in 1950, he went back to architecture in partnership with a gifted Illinois classmate, Los"
1962	MAG	Time	"1900 (39,000 deaths in a population of 76 million), TB dropped by 1950 to seventh rank (34,000 deaths in a population of 151 million). Doctors"
1962	MAG	Time	"custom stale his infinite sameness. In 1962 he is essentially what he was in 1950, when he made his last movie. He is Jimmy, a quite ordinary"
1962	MAG	Time	"Mass., who had known her slightly many years before and had written her in 1950 to say he liked one of her books. # In the exchange of letters"
1962	MAG	Time	"and expected, that the letters be destroyed, here they all are, from 1950 to 1952 (another volume is to come), edited and with an introduction"
1962	MAG	GoodHouse	"blend into the scenery. At Ankara. Turkey, the last stop on the 1950 tour, the Queen was making her last farewells at the airfield when more than"
1962	MAG	GoodHouse	"has made 500 Atlantic crossings, was a state registered nurse before joining BOAC in 1950. Joy Henderson nursed for five years in London and Dublin hospitals before going to"
1962	MAG	Atlantic	"from the Netherlands East Indies who did not want to live under Indonesian rule in 1950 are fleeing again. this time to Holland, at the rate of about four"
1962	MAG	Harpers	", sees the Radical Right as a regrouping of the old NicCarthyite forces. Between 1950 and 1954, these forces used the charge of "" internal Communist conspiracy "" not"
1962	MAG	Harpers	"again, fatally for some magazines. On top of this, television began around 1950 to siphon hundreds of millions of dollars of advertising away from magazines. Made uneasy"
1962	MAG	Harpers	"the 35 largest publishing houses dedined from a moderate 4.3 per cent of sales in 1950 to 1.7 per cent in 1960. In those years, 32 of the 250"
1962	MAG	Harpers	"Lasser, the accounting firm specializing in magazine services, "" that during the decade 1950 to 1960, in which the nation experienced prosperity on a higher plane than ever"
1962	MAG	Harpers	"own way, The Saturday Review is having a tidy growth. Selling 102,000 in 1950, it is now going regularly to 274,000 readers. - Its advertising has grown each"
1963	MAG	Time	"who succeeded Charles E. ("" Electric Charlie "") Wilson as chief executive in 1950 and promptly ordered the most drastic reorganization in G.E.' s 71-year history."
1963	MAG	Time	"straight championships in the old All-America Conference, moved into the National Football League in 1950 and won seven conference titles, three N.F.L. championships. # This season Brown's"
1963	MAG	Time	"# Died. Paul M. Hahn, 68, president of American Tobacco Co. from 1950 until last March, the man who made Pall Mall, the first king-size cigarette"
1963	MAG	Time	"been consolidating its noneditorial operations with those of the Oregonian (which he bought in 1950), and claims to be confident of eventually turning a profit. The Oregonian"
1963	MAG	Time	"continued to build the welfare state, often adding benefits at election time. Since 1950, the cost of the social program has quadrupled to 12.5 billion dollars, creating"
1963	MAG	Time	"third stock split in 13 years, making a share that sold for $38 in 1950 worth $1,080 today. President Searle still likes to be called "" Jack "" by"
1963	MAG	Time	"of 4,578, or 28 people per square mile. # Your population loss between 1950 and 1960 was 3.7%, and.3% of your population is nonwhite. The median"
1963	MAG	Time	"boarder in his house when both were stationed at the British embassy in Washington in 1950. When Burgess and Maclean eloped to Russia in 1951, Philby was forced to"
1963	MAG	GoodHouse	". (One labeled all 101 pounds of me Miss Fat Stock of Houston, 1950.) A talent scout named Art Rush had seen me and had brought me"
1963	MAG	GoodHouse	Seventy percent of physicians' drug prescriptions in 1960 could not have been written in 1950 because the medicines had not yet been discovered A large percentage of the induct r
1963	MAG	Atlantic	been too badly hurt to think. I had that in hand as early as 1950. In the Naples G.P. that year a fellow burst my front tire and put
1963	MAG	Atlantic	Chinese as animosity toward India mounted in his own country. Hostility toward India In 1950 India's independence movement had fired Nepalese patriots to rise up against the rana regime
1963	MAG	Harpers	a relatively brief period of time: security assistance with the Military Assistance Program of 1950; technical assistance with Point 4 in 1950; and development assistance with the Development
1963	MAG	Harpers	"assistance with the Military Assistance Program of 1950; technical assistance with Point 4 in 1950; and development assistance with the Development Loan Fund in 1957. Accordingly, they"
1963	MAG	Harpers	"tilted the program first one way and then radically in the other direction. Between 1950 and 1960, the aid program underwent three full-scale reorganizations, emerging each time under"
1963	MAG	Harpers	"better elsewhere. "") The University of Texas Press, in operation only since 1950 and directed by Frank lArardlaw, President of the American Association of University Presses,"
1963	MAG	Harpers	"a sunset in a nylon net. Promotion for this plan boasts that, since 1950, twenty-five million copies of the books in its two informational series "" have been"
1963	MAG	Nation	"one new job -- nethas been added since 1929. In the ten years from 1950 to 1960, seven of eight new jobs have been outside the profit economy,"
1963	MAG	Nation	", flooded the capital city, causing the population of Santo Domingo to double between 1950 and 1960. Having delivered a four-to-one Santo Domingo majority to Bosch, they remain"
1964	MAG	Time	. But the number of women in the more rewarding professions has risen 41% since 1950. The proportion of women among U.S. doctors has increased from 5% five years ago
1964	MAG	GoodHouse	"1963. Some experts are erecting that this year, for the first time ace 1950, the American baby crop ay fall below 4,000,000. Progress in other countries."
1964	MAG	GoodHouse	"now appears, is "" May- Japan is one dramatic example of access. In 1950, her birth rate was very high and her resources limited. hen methods of"
1964	MAG	NatGeog	"But we did not begin to feel real concern about the species until the early 1950's, when a widespread drought began. By 1953 it had become severe;"
1964	MAG	Harpers	"way, more Americans perished just before and after birth in the single decade from 1950 to 1960 than the total number of soldiers the United States has lost in all"
1964	MAG	Harpers	"Bridges still had to face continuing recriminations from organized labor and the press. In 1950, during his final trial, Bridges and the entire 1LWU had been ousted from"
1964	MAG	Harpers	But he had never done so as savagely as he did in the years from 1950 to 1952. The work he had begun in 1945 with his article on the
1964	MAG	Harpers	. They quarreled and eventually separated. Algren and I spent the late summer of 1950 together at his summer place and he had told me then that he didn't
1964	MAG	Nation	"? IOrl pupils in the Huntsville schools now exceeds the city's total population in 1950); construction totaled more than $81 million in 1963, an unheard of amount"
1964	MAG	Nation	"cheap power and new hope for pr asperity'. Finally, in April; 1950, Wernher van Braun and his group of Gernian scientists moved from FOrt Bliss,"
1965	MAG	Time	"very silently, Japan be gan to build a "" national police reserve "" in 1950, which with American aid has grown quietly but quickly into a compact and highly"
1965	MAG	Time	"ignoring segregation, but it is a charge that does not bear scrutiny. Since 1950, he has refused to speak before segregated audiences, and has quietly integrated his"
1965	MAG	Time	"in the 1937 slaughter of 15,000 Haitian squatters. Young Caamao joined the navy in 1950, proved so contentious that he was bucked to the marines, next to the"
1965	MAG	GoodHouse	"; Rochester, Minnesota, and elsewhere, research scientists puzzled, in the late 1950's and early 1960's, over the chemical structure and function of the sex"
1965	MAG	Harpers	"that in Boston, for instance, 14,000 jobs in the downtown area disappeared between 1950 and 1960, before renewal, and $78 million of taxable assessments vanished. Downtown"
1965	MAG	Harpers	"grip on the English-speaking countries. When I first began teaching the leading Existentialists about 1950, interest in a Kierkegaard, Heidegger, or Sartre was likely to he a"
1966	MAG	Time	"Because of the light-the shattering clarity that had seduced so many artists-Painter Marc Chagall in 1950 left Paris to live on the Riviera. Last week Chagall, now 79,"
1966	MAG	Time	"courage are handsome. When California's Jergins Corp. was up for sale in 1950, nobody wanted to buy it-nobody but Lehman Brothers, which formed a group that"
1966	MAG	ReadersDigest	"pounds of woolen yarn, 31 million yards of synthetic fabrics. Garments: In 1950, Taiwan's garment industry was practically nonexistent. Today there are more than 200"
1966	MAG	NatGeog	""" Roaming Korea South of the Iron Curtain "" came out in the June, 1950, GEOGRAPHIC? a 32-page article, with 34 illustrations and a map, in"
1966	MAG	Nation	having noisily supported Helen Gahagan Douglas in her Senatorial race against Richard M. Nixon in 1950. He stamped himself as an all-out convert to the right-wing cause when he managed
1967	MAG	Time	"credit is something like an umbrella that collapses when it rains. Three times since 1950, the output of new housing has dived after the Federal Reserve tightened up on"
1967	MAG	Time	"The farmers' problem is their masterful man-hour productivity, a 5.7% annual hike since 1950, v. industry's 2.6%. Despite a pastiche of Government programs to control production"
1967	MAG	SportsIllustrated	". With his building partner Ralph DeChiaro, Saul bought Randall Park in Cleveland in 1950, "" only because it was good business, good speculation, that's all"
1967	MAG	Harpers	"of secondhand cars has skyrocketed. When I was in Bombay in 1963, a 1950 Buick? much like one I had sold in New Hampshire a few months earlier"
1968	MAG	Time	"million members, busy at activities that span the range of Soviet society. Since 1950, more than 1,800,000 Komsomoltsy have given up summer vacations and sometimes whole school years"
1968	MAG	ReadersDigest	"farmers whom the program was supposed to help continue to leave the land. Since 1950 the farm population has cut in half, and farm units are pearing at a"
1968	MAG	Harpers	"but sports editor Blackie Sherrod had been preaching a better anarchy at the Press in 1950. Sherrod surrounded himself with such men as Dan Jenkins and Bud Shrake, now"
1969	MAG	Time	"under eight houses and apartments for every 1,000 people compared with 16 per 1,000 during 1950, the peak year. On a per capita basis, U.S. housing output has"
1969	MAG	Time	"Jerome Kern and Richard Rodgers-Where's Charley (1948), Guys and Dolls (1950), The Most Happy Fella (1956) and How to Succeed in Business"
1969	MAG	Time	"studied medicine at Athens University before turning to the practice of painting and sculpture in 1950. The exhibition that he has mounted in Athens' small "" New Gallery """
1969	MAG	Harpers	"fact that one of Joseph P. Kennedy's people advised him to sell short in 1950, would get about a million dollars, with stock options, to sign up"
1969	MAG	Harpers	"or else just foolish. (In the first inning of the All-Star Game in 1950, he crashed into the left-field wall, fractured an elbow, and still stayed"
1969	MAG	Nation	ferocious Reds in the state of Washington might do Hewitt physical harm Hewitt died in 1950 of a nervous disorder which had already manifested itself in the 1948 hearings. What
1969	MAG	Nation	"the principles derived from their practice in the civil courts. "" When Congress in 1950 replaced the old Articles of War with the Uniform Code of Military Justice (which"
1969	MAG	Nation	authoritarian and disciplinarian practices which the Congress failed to remove from the court-martial system in 1950 There had been 1 7 million courts-martial during World War II and 100 capital executions
1969	MAG	Nation	right to a grand jury hearing and to trial by jury Although the code of 1950 provides for a pretrial investigation that is usually more thorough than what a civilian grand
1960	MAG	SatEvePost	"a wide range of other industries. One of its most dramatic assignments came in 1950, when the whole West End of Cleveland, Ohio, and half a dozen"
1960	MAG	SatEvePost	"of the ponderous processes by which the agencies reach a decision. In the middle 1950's, the railroads, with the blessing of the ICC, were rapidly discontinuing"
1960	MAG	NewRepublic	"is to confine oneself to England, and to writers who had published nothing before 1950. Dr. Leavis, I understand, reacts to the newer writers by a simple"
1960	MAG	NewRepublic	"the work is not going ahead fast enough. Demands are growing: until about 1950 there was hardly any public transport and no private cars at all, yet today"
1960	NEWS	NYT-Reg	", "" in 1932, land the second, "" South Pacific, "" in 1950. The musical "" Oklahoma! "" won a special citation in 1944 but not"
1960	NEWS	NYT-Reg	", Gene Jr., Jane and Will. Also surviving are seven grandchildren. In 1950 Mr. Fowler was baptized as a Roman Catholic at rites in the Cathedral of the"
1960	NEWS	Chicago	below the record of 491 fatalities for a four day July 4 holiday set in 1950. Accidents cost an increasing number of lives in Illinois. The latest compilation showed
1960	NEWS	NYT-Reg	"afternoon than ever did in a similar period since the opening of the terminal in 1950. "" Schedules Ignored The bus station was so crowded at that hour that passengers"
1960	NEWS	NYT-Reg	will be tested during the term. They are the Subversive Activities Control Act of 1950 and the so-called membership clause of the Smith Act of 1940. The first of
1960	NEWS	WallStJrnl	"the companies will be induced to borrow money to speed their spending. In the 1950's, steel companies spent an average of approximately $1 billion a year to boost"
1960	NEWS	WallStJrnl	"ingot tons at the beginning of this year from 100 million at the start of 1950. More recently, as the gap between capacity and demand has grown and steel"
1960	NEWS	WallStJrnl	"hens; the average hen laid 206 eggs last year, 33 more than the 1950 average.??? TRAVELING SALESMAN: No Farm Secretary has spent as much"
1960	NEWS	NYT-Reg	bitter over its rejection of proposals by three of his law clients in 1948 and 1950. Mr. Celler and other members have heatedly denied these charges. Other developments on
1960	NEWS	NYT-Reg	"detailed statement alleging "" pressures "" by Mr. Celler on the agency in 1948 and 1950. Representative Holtzman noted that Mr. Celler had voted against a bill to repeal the"
1961	MAG	NewYorker	"miles a year. "" Too much travel, "" he said. "" In 1950, I became a partner in Sirota &; Co., commodity brokers -- a position"
1961	MAG	SatEvePost	"and he'd have a bean stuck on his helmet. "" In April of 1950 McQueen's hitch was up, and he was discharged at Camp Lejeune, North"
1961	MAG	SatEvePost	Line has been a major problem ever since these multiple radars were established in the 1950's to warn the North (Continued on Page 78) Contirtuedfrono Page 76)
1961	MAG	SatEvePost	Youth and Stutz Bearcat roadsters in the 1920's to the atomic age of the 1950's that I know from personal experience -- as I will make clear later --
1961	MAG	SatEvePost	"snake pit last March triggered basketball's loudest furor since the college-betting of the early 1950's. Wilt Chamberlain, who had just rewritten the record book in his first"
1961	MAG	SatEvePost	"clubs might collect dues for their own purposes. Skamser organized the first club in 1950 in his own back yard -- at the East Lansing High School, not far"
1961	MAG	SatEvePost	"on the subject of girls. When I went to Englapd with my wife in 1950, to film Nevil Shute's No Highway in the Sky, a newspaper girl"
1961	MAG	SatEvePost	mouth healed and I got used to my store teeth. I was ready for 1950. But Mr. Veeck had left the Indians. First they offered me a contract
1961	MAG	NewRepublic	"this in the tendency of McCarthy? ism, after its temporary flare-up in the 1950's, to settle down as a permanent and broadly based element of American politics"
1961	NEWS	WallStJrnl	"fuel but can not now be supplied. Consumption Up 107. In 1960 Since 1950, more than S 5 million residential, commercial and industrial consumers have changed over"
1961	NEWS	NYT-Reg	"the National Labor Relations Board. He became a professor at Harvard Law School in 1950. Mr. Simkin, 54 years old, Is a former teacher. He was"
1961	NEWS	NYT-Reg	"arbitrator of the men's clothing and women's dress industries in Philadelphia. Since 1950 he has been permanent arbitrator for the American Viscose Corporation, Crucible Steel Company and"
1961	NEWS	NYT-Reg	"National Can Company. He was elected president of the National Academy of Arbitrators in 1950. Mr. Simkin is a native of Merrifield, N. Y. He attended Eariham College"
1961	NEWS	NYT-Reg	"as criminal by international law for a long time before the law was passed in 1950. The Nuremberg laws were retroactive, too, but they were unanimously endorsed twice"
1961	NEWS	Chicago	"The longest A. T. &; T. stockholders meeting lasted six hours and 50 minutes in 1950.. Approximately 18,000 b o x lunches had been prepared for the stockholders altho A."
1961	NEWS	WallStJrnl	"in recent years until the present recession, profits have been on the wane since 1950 What is behind this unfavorable trend? For one thing, according to the National"
1961	NEWS	NYT-Reg	title air-raid sirens were not inspected properly. He had noted on Wednesday that in 1950 the city criticized Broadway Maintenance for poor lservicing of the lights in Central Park.
1961	NEWS	NYT-Reg	"of J. P. Marquand's novel, "" The Late George Apley. "" In 1950 he again reached the theatrical heights, directing the musical, "" Guys and Dolls"
1961	NEWS	Chicago	"New York, June 14 WIT -- Prior knowledge that American lead? ers in 1950 lacked "" the courage to fight thru to victory "" by bombing Chinese passes led"
1961	NEWS	Chicago	"when he told then President Harry. S. Truman at Wake Island in October, 1950, there was "" very little "" chance that the Red Chinese would enter the"
1961	NEWS	Chicago	"in failing to predict Red China's invasion across the Yalu river in November, 1950. The volume is to be published June 25, the 11th anniversary of the"
1961	NEWS	NYT-Reg	"Governor to divide the. Republicans. Mr. Rowe ran in the primary, in 1950, and lost. James A, Burke, then a member of the Legislature"
1961	NEWS	NYT-Reg	"House) of Representatives, said Governor Dever sent him to the Worcester concern in 1950, when he needed work. He made $450 in six weeks as a clerk"
1961	NEWS	Chicago	500. The old record of 491 deaths was set on July 4 week-end in 1950. Homebound Traffic Heavy Homebound traffic last night was the heaviest in history for any
1961	NEWS	NYT-Reg	the shelter program. It was the first time since the Federal effort began in 1950 that Congress had failed to cut an Administration request for civil defense funds. Adding
1961	NEWS	NYT-Reg	"fiscal 1962. This compares with $619,000, - 000 approved for civil defense from 1950 through fiscal 1961. Meanwhile, 0. C. D. M. officials confirmed reports that"
1961	NEWS	WallStJrnl	"a whole, It has been just about cut in half since 1959. Between 1950 and 1958, industry-wide electronics. sales rose an average of about 16% a year"
1961	NEWS	WallStJrnl	"together accounted for 71'; of electronics sales in 1960 against about 33% in 1950. The remaining portion of electrnnice volume is accounted for by consumer items, such"
1961	NEWS	WallStJrnl	"that can be earned on each job "" The Free Life Farm was founded in 1950, when 17 farm families, at the urging of the government, pooled their"
1961	NEWS	NYT-Reg	"Approached General Eisenhower already had been approached about the Republican Presidential' nomination when in 1950 he agreed to return to Europe as commander of North Atlantic Treaty forces, Looking"
1961	NEWS	WallStJrnl	"about 3,500 trade shows with a total estimated attendance of five million persons. In 1950, associations sponsored only about 2,200 shows, according to the U.S. Chamber of Commerce"
1961	NEWS	WallStJrnl	competition. In an industry accustomed to great growth? dollar volume jumped 275% between 1950 and 1960? excess production capacity now is driving down prices of many electronics goods
1961	NEWS	NYT-Reg	"exonerated the victim and his widow was provided with a pension. As for the 1950 law under which Eichmann is being tried, this has been applied only once."
1961	NEWS	NYT-Reg	"crimes against the Jewish people and humanity cited the only other case tried under the 1950 law. In that case, the Tel Aviv District Court found Yehezkiel Ingster,"
1962	MAG	NewYorker	"World War, I taught at the University of Liverpool, and, starting in 1950, I spent eight years at the University of Malaya, in Singapore, as"
1962	MAG	SatEvePost	"of mild dips. And while we have increased our national?. vealth since 1950 at the modest rate of 3.8 per cent a year, France's annual rate"
1962	MAG	SatEvePost	"However, Western Europe's total number of automobiles has jumped from some 10,000,000 in 1950 to more than 30,000,000; Italy alone has multiplied her herd of passenger cars by"
1962	MAG	SatEvePost	"I discovered with my first lucky break. In the late 1940's and early 1950's Robert Canton and I were partners in brass salvage, raising anything of value"
1962	MAG	SatEvePost	me where to find it. While looking for such a wreck one day in 1950. I spotted a pair of old cannons lying on the bottom. A few
1962	MAG	SatEvePost	"50,000,000 Russians participate in some phase of the Soviet's civil-defense program. In the 1950's we spent for civil defense less than a tenth of a cent of every"
1962	MAG	SatEvePost	"cloud over the peace of the world. "" 70 When UNRWA was created in 1950 to house, clothe and feed the Palestinians who had taken refuge in neighboring Arab"
1962	NEWS	WallStJrnl	. STOCKPILE PROBES threaten foreign bartering of surplus farm goods. The Agriculture Department since 1950 has acquired more than $1 5 billion worth of war materials from abroad by swapping
1962	NEWS	NYT-Let	"It should also be borne in mind that the Indonesian Government has attempted unsuccessfully since 1950, both directly and through the United Nations, to negotiate the issue with the"
1962	NEWS	NYT-Reg	". The main bases are in New York, Tulsa asd Los Angeles. In 1950 the union succeeded in closing American's operations for eleven days by a strike."
